test_donor,seed,scenario,protein,mask_seed,mask_source,n_masked_proteins
P7,43,rna_only,CD178,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CX3CR1,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD24,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD21,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD79b,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD66a/c/e,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD244,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD235ab,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,Siglec-8,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD206,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD169,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD370,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,XCR1,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,Notch-1,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,Integrin-7,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD268,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD42b,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD54,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD62P,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD119,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,TCR-2,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,Notch-2,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD68,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,Rat-IgG1-1,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,Rat-IgG1-2,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,Rag-IgG2c,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD192,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD102,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD106,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD122,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD267,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD62E,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD135,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD41,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD137,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD43,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD163,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD83,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD357,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD59,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD309,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD124,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD13,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD184,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD2,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD29,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD303,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD49b,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD61,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD81,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD98,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD177,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD55,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,IgD,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD18,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD28,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,TSLPR,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD38-1,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD127,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD45-2,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD15,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD22,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD71,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,B7-H4,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD26-1,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD193,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD115,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD204,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD144,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD301,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD1a,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD207,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD63,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD284,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD304,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD36,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD172a,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD85g,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD38-2,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD243,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD72,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,MERTK,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,Folate,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,TIM-4,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD171,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD325,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD93,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD200,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD338,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,C5L2,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD235a,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD49a,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD49d,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD73,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD79a,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD9,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,TCR-V-7.2,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,TCR-V-2,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,TCR-V-9,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,TCR-V-24-J-18,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD354,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD202b,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD305,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,LOX-1,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD203c,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD133-2,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD209,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD110,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD337,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD253,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD186,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD226,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD205,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD109,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD11a/CD18,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD126,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD164,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD142,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD307c/FcRL3,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD307d,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD307e,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD319,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD138-2,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD99,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CLEC12A,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD16,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD161,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CCR10,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD271,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,GP130,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD199,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD45RB,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD46,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,VEGFR-3,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CLEC2,,legacy_v33_deterministic_feature_mask,224
P7,43,rna_only,CD26-2,,legacy_v33_deterministic_feature_mask,224
P7,43,random_size_matched_6,CD30,827431,random_feature_name_only_size_matched_to_targeted_mask,6
P7,43,random_size_matched_6,CD154,827431,random_feature_name_only_size_matched_to_targeted_mask,6
P7,43,random_size_matched_6,HLA-DR,827431,random_feature_name_only_size_matched_to_targeted_mask,6
P7,43,random_size_matched_6,CD28,827431,random_feature_name_only_size_matched_to_targeted_mask,6
P7,43,random_size_matched_6,CD63,827431,random_feature_name_only_size_matched_to_targeted_mask,6
P7,43,random_size_matched_6,CD319,827431,random_feature_name_only_size_matched_to_targeted_mask,6
P7,43,random_size_matched_15,CD86,827432,random_feature_name_only_size_matched_to_targeted_mask,15
P7,43,random_size_matched_15,CD117,827432,random_feature_name_only_size_matched_to_targeted_mask,15
P7,43,random_size_matched_15,CD44-1,827432,random_feature_name_only_size_matched_to_targeted_mask,15
P7,43,random_size_matched_15,CD279,827432,random_feature_name_only_size_matched_to_targeted_mask,15
P7,43,random_size_matched_15,CD44-2,827432,random_feature_name_only_size_matched_to_targeted_mask,15
P7,43,random_size_matched_15,CD133-1,827432,random_feature_name_only_size_matched_to_targeted_mask,15
P7,43,random_size_matched_15,CD69,827432,random_feature_name_only_size_matched_to_targeted_mask,15
P7,43,random_size_matched_15,CD66a/c/e,827432,random_feature_name_only_size_matched_to_targeted_mask,15
P7,43,random_size_matched_15,CD206,827432,random_feature_name_only_size_matched_to_targeted_mask,15
P7,43,random_size_matched_15,Rat-IgG1-1,827432,random_feature_name_only_size_matched_to_targeted_mask,15
P7,43,random_size_matched_15,CD43,827432,random_feature_name_only_size_matched_to_targeted_mask,15
P7,43,random_size_matched_15,Folate,827432,random_feature_name_only_size_matched_to_targeted_mask,15
P7,43,random_size_matched_15,CD325,827432,random_feature_name_only_size_matched_to_targeted_mask,15
P7,43,random_size_matched_15,CD354,827432,random_feature_name_only_size_matched_to_targeted_mask,15
P7,43,random_size_matched_15,CCR10,827432,random_feature_name_only_size_matched_to_targeted_mask,15
P8,41,random_10,CD274,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,CD3-2,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,CD269,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,CD117,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,CD201,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,CD4-2,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,CD279,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,CD44-2,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,IgM,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,CD196,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,CD54,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,CD62E,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,CD41,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,CD357,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,CD309,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,CD304,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,TCR-V-7.2,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,CD202b,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,CD203c,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,CD186,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,CD16,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_10,CD161,338411,legacy_v33_deterministic_feature_mask,22
P8,41,random_30,CD275-1,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD252,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD155,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD70,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD40,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD3-1,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD45-1,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD3-2,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD123,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD105,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD194,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD44-1,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD8a,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD25,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD45RO,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD279,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,Rat-IgG2b,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD294,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD146,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD196,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD185,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD69,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD223,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD64,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD141,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD35,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD39,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD79b,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,TCR-2,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,Rat-IgG1-1,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD102,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD122,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD267,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD62E,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD83,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD59,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD124,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD49b,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD177,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD55,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,IgD,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD45-2,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD115,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD144,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD301,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD63,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD36,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD38-2,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,Folate,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD200,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD338,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD235a,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,TCR-V-7.2,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,TCR-V-9,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,TCR-V-24-J-18,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD202b,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD133-2,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD209,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD337,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD226,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD109,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD164,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD142,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD307e,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD16,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD199,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_30,CD26-2,338413,legacy_v33_deterministic_feature_mask,67
P8,41,random_50,CD80,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD86,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD275-1,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD155,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD112,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD30,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD48,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD40,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD154,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD3-1,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD4-1,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD8,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD3-2,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD19,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD34,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD90,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD117,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD123,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD4-2,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD44-1,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD8a,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD45RO,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD279,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,TIGIT,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD140b,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,IgM,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,TCR-1,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD195,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD196,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD103,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD69,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD152,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD95,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,HLA-DR,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD1c,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD11b-2,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD314,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD66b,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD35,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD275-2,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD178,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD24,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD21,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD79b,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,Siglec-8,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,Integrin-7,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD268,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD42b,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,Notch-2,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD68,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,Rat-IgG1-1,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,Rag-IgG2c,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD192,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD102,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD106,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD267,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD41,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD43,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD59,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD309,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD184,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD2,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD61,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD98,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD28,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,TSLPR,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD38-1,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD127,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD15,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD22,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD71,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,B7-H4,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD26-1,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD204,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD301,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD207,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD304,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD38-2,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,TIM-4,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD325,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD338,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,C5L2,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD235a,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD49a,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD49d,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD73,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD79a,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD9,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,TCR-V-2,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,TCR-V-9,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,TCR-V-24-J-18,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD305,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,LOX-1,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD133-2,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD209,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD337,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD186,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD205,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD109,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD164,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD142,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD307e,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD319,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CLEC12A,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD16,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD161,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CCR10,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD199,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD45RB,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD46,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CLEC2,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_50,CD26-2,338415,legacy_v33_deterministic_feature_mask,112
P8,41,random_70,CD80,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD86,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD274,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD275-1,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD11b-1,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,Galectin-9,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD252,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD155,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD47,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD70,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD48,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD154,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD52,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD3-1,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD4-1,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD8,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD3-2,338417,legacy_v33_deterministic_feature_mask,157
P8,41,random_70,CD11c,338417,legacy_v33_deterministic_feature_mask,157
