test_donor,seed,scenario,n_masked_proteins,mask_seed,mask_source,masked_proteins
P5,41,random_30,67,335413,legacy_v33_deterministic_feature_mask,CD80|CD275-1|CD30|CD52|CD8|CD3-2|CD123|CD8a|CD25|Rat-IgG2b|CD44-2|CD133-1|Podoplanin|CD340|CD324|CD196|CD103|HLA-DR|CD366|CD272|CD278|CD275-2|CD39|CD178|CD235ab|Siglec-8|CD370|CD268|CD42b|CD54|CD62P|TCR-2|Notch-2|CD102|CD267|CD163|CD59|CD184|CD2|CD303|CD49b|CD81|CD177|TSLPR|CD22|B7-H4|CD193|CD115|CD36|CD72|C5L2|CD49a|CD49d|CD73|TCR-V-7.2|TCR-V-24-J-18|CD305|CD209|CD110|CD205|CD126|CD142|CD307d|CD307e|CD319|CD45RB|VEGFR-3
P5,41,random_50,112,335415,legacy_v33_deterministic_feature_mask,CD80|CD86|CD273|Galectin-9|CD270|CD70|CD40|CD154|CD4-1|CD8|CD3-2|CD19|CD11c|CD138-1|CD269|CD117|CD45RA|CD201|CD4-2|CD44-1|CD56-2|CD45RO|TIGIT|CD335|CD294|CD31|CD44-2|CD133-1|Podoplanin|CD140b|Cadherin|CD340|CD324|CD195|CD185|CD152|CD134|CD1d|CD314|CD57|CD278|CD178|CD24|CD21|CD206|CD370|XCR1|Notch-1|CD268|CD42b|CD119|TCR-2|CD68|Rat-IgG1-1|Rat-IgG1-2|CD192|CD106|CD267|CD135|CD137|CD357|CD59|CD309|CD124|CD13|CD184|CD2|CD29|CD81|CD98|CD55|IgD|CD28|TSLPR|CD38-1|CD127|CD15|CD71|B7-H4|CD193|CD301|CD1a|CD304|CD36|CD172a|CD38-2|CD72|TIM-4|CD171|CD325|CD93|CD200|C5L2|CD49a|CD49d|CD73|CD79a|CD9|TCR-V-7.2|TCR-V-2|CD253|CD226|CD205|CD109|CD11a/CD18|CD307c/FcRL3|CD307d|CD138-2|CLEC12A|CCR10|GP130|CD46
P5,41,random_70,157,335417,legacy_v33_deterministic_feature_mask,CD80|CD86|CD274|CD275-1|CD11b-1|Galectin-9|CD270|CD252|CD155|CD47|CD30|CD48|CD40|CD154|CD8|CD45-1|CD19|CD11c|CD138-1|CD269|CD90|CD105|CD201|CD8a|CD56-2|CD25|CD45RO|CD279|TIGIT|Rat-IgG2b|CD20|CD335|CD294|CD31|CD133-1|CD140b|CD340|CD146|CD324|IgM|TCR-1|CD185|CD69|CD152|CD223|CD27|CD107a|CD95|CD134|CD11b-2|CD64|CD141|CD1d|CD314|CD66b|CD35|CD57|CD366|CD272|CD278|CD96|CD39|CD178|CX3CR1|CD24|CD21|CD79b|CD66a/c/e|CD244|CD235ab|Siglec-8|CD206|CD169|XCR1|Notch-1|CD268|CD54|CD62P|TCR-2|Rat-IgG1-1|Rat-IgG1-2|Rag-IgG2c|CD192|CD122|CD267|CD62E|CD135|CD137|CD43|CD357|CD59|CD309|CD184|CD2|CD61|CD81|CD98|CD55|IgD|CD18|CD28|CD38-1|CD45-2|CD71|B7-H4|CD193|CD204|CD144|CD1a|CD207|CD63|CD284|CD172a|CD38-2|CD243|CD72|MERTK|TIM-4|CD325|CD93|CD200|CD338|C5L2|CD235a|CD49a|CD49d|CD73|CD79a|CD9|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18|CD354|CD202b|LOX-1|CD209|CD110|CD186|CD226|CD205|CD11a/CD18|CD126|CD307d|CD307e|CD319|CD138-2|CLEC12A|CD16|CCR10|CD271|GP130|CD199|CD45RB|CD46|CLEC2|CD26-2
P5,41,marker_memory,6,,legacy_v33_deterministic_feature_mask,CD45RA|CD45RO|CD27|CD95|CD28|CD127
P5,41,marker_tcell,15,,legacy_v33_deterministic_feature_mask,CD3-1|CD4-1|CD8|CD3-2|CD45RA|CD4-2|CD8a|CD45RO|TCR-1|CD27|TCR-2|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18
P5,41,rna_only,224,,legacy_v33_deterministic_feature_mask,CD80|CD86|CD274|CD273|CD275-1|CD11b-1|Galectin-9|CD270|CD252|CD155|CD112|CD47|CD70|CD30|CD48|CD40|CD154|CD52|CD3-1|CD4-1|CD8|CD56-1|CD45-1|CD3-2|CD19|CD11c|CD34|CD138-1|CD269|CD90|CD117|CD45RA|CD123|CD105|CD201|CD194|CD4-2|CD44-1|CD8a|CD14|CD56-2|CD25|CD45RO|CD279|TIGIT|Rat-IgG2b|CD20|CD335|CD294|CD31|CD44-2|CD133-1|Podoplanin|CD140a|CD140b|Cadherin|CD340|CD146|CD324|IgM|TCR-1|CD195|CD196|CD185|CD103|CD69|CD152|CD223|CD27|CD107a|CD95|CD134|HLA-DR|CD1c|CD11b-2|CD64|CD141|CD1d|CD314|CD66b|CD35|CD57|CD366|CD272|CD278|CD275-2|CD96|CD39|CD178|CX3CR1|CD24|CD21|CD79b|CD66a/c/e|CD244|CD235ab|Siglec-8|CD206|CD169|CD370|XCR1|Notch-1|Integrin-7|CD268|CD42b|CD54|CD62P|CD119|TCR-2|Notch-2|CD68|Rat-IgG1-1|Rat-IgG1-2|Rag-IgG2c|CD192|CD102|CD106|CD122|CD267|CD62E|CD135|CD41|CD137|CD43|CD163|CD83|CD357|CD59|CD309|CD124|CD13|CD184|CD2|CD29|CD303|CD49b|CD61|CD81|CD98|CD177|CD55|IgD|CD18|CD28|TSLPR|CD38-1|CD127|CD45-2|CD15|CD22|CD71|B7-H4|CD26-1|CD193|CD115|CD204|CD144|CD301|CD1a|CD207|CD63|CD284|CD304|CD36|CD172a|CD85g|CD38-2|CD243|CD72|MERTK|Folate|TIM-4|CD171|CD325|CD93|CD200|CD338|C5L2|CD235a|CD49a|CD49d|CD73|CD79a|CD9|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18|CD354|CD202b|CD305|LOX-1|CD203c|CD133-2|CD209|CD110|CD337|CD253|CD186|CD226|CD205|CD109|CD11a/CD18|CD126|CD164|CD142|CD307c/FcRL3|CD307d|CD307e|CD319|CD138-2|CD99|CLEC12A|CD16|CD161|CCR10|CD271|GP130|CD199|CD45RB|CD46|VEGFR-3|CLEC2|CD26-2
P5,41,random_size_matched_6,6,825411,random_feature_name_only_size_matched_to_targeted_mask,CD370|CD13|CD98|CD18|TCR-V-24-J-18|CD271
P5,41,random_size_matched_15,15,825412,random_feature_name_only_size_matched_to_targeted_mask,CD80|CD273|TIGIT|CD223|CD235ab|CD54|CD137|CD49b|CD22|CD144|CD200|CD49a|CD49d|CD164|CD307d
P5,42,full,0,,legacy_v33_deterministic_feature_mask,
P5,42,random_10,22,335421,legacy_v33_deterministic_feature_mask,CD155|CD45-1|CD117|CD201|CD25|CD294|Podoplanin|TCR-1|CD66b|CD24|TCR-2|CD163|CD124|CD49b|CD177|IgD|CD38-1|CD284|CD203c|CD126|CD142|CD161
P5,42,random_30,67,335423,legacy_v33_deterministic_feature_mask,CD275-1|CD11b-1|CD270|CD155|CD47|CD70|CD40|CD154|CD3-1|CD4-1|CD8|CD3-2|CD138-1|CD90|CD194|CD8a|CD14|CD25|CD45RO|CD335|Podoplanin|Cadherin|CD195|CD185|CD27|CD141|CD314|CD57|CD96|CD24|CD235ab|Siglec-8|Notch-1|CD268|CD42b|CD119|TCR-2|Notch-2|CD122|CD135|CD59|CD309|CD303|CD81|IgD|CD18|CD38-1|CD127|CD15|CD71|CD26-1|CD144|CD301|CD63|CD284|CD36|MERTK|CD171|CD93|C5L2|CD73|CD79a|CD109|CD319|CLEC12A|CD161|CCR10
P5,42,random_50,112,335425,legacy_v33_deterministic_feature_mask,CD80|CD11b-1|Galectin-9|CD252|CD155|CD112|CD30|CD48|CD154|CD4-1|CD8|CD56-1|CD11c|CD90|CD117|CD123|CD105|CD44-1|CD8a|CD14|CD25|CD45RO|CD20|CD335|CD294|Podoplanin|CD140b|Cadherin|CD340|CD146|CD152|CD223|HLA-DR|CD141|CD1d|CD314|CD35|CD57|CD366|CD275-2|CD96|CD39|CD178|CD79b|CD235ab|CD370|XCR1|CD268|CD42b|CD54|CD62P|CD119|Notch-2|CD68|Rat-IgG1-1|CD192|CD122|CD267|CD83|CD357|CD59|CD13|CD184|CD49b|CD98|CD177|CD55|IgD|CD15|CD22|B7-H4|CD193|CD115|CD144|CD301|CD63|CD284|CD172a|CD38-2|CD243|MERTK|Folate|TIM-4|CD325|CD93|CD338|CD235a|CD49a|CD79a|TCR-V-24-J-18|CD354|CD202b|CD305|LOX-1|CD133-2|CD209|CD110|CD253|CD186|CD109|CD164|CD307d|CD307e|CD138-2|CD99|CLEC12A|CD16|CD161|CCR10|CD271|CD45RB|CD46
P5,42,random_70,157,335427,legacy_v33_deterministic_feature_mask,CD274|Galectin-9|CD270|CD252|CD112|CD47|CD70|CD30|CD48|CD40|CD52|CD4-1|CD56-1|CD45-1|CD3-2|CD19|CD11c|CD34|CD269|CD90|CD123|CD105|CD201|CD194|CD4-2|CD14|CD56-2|CD45RO|TIGIT|Rat-IgG2b|CD20|CD335|CD31|CD44-2|Podoplanin|CD140a|CD140b|Cadherin|CD340|CD146|CD324|IgM|TCR-1|CD195|CD196|CD185|CD103|CD69|CD152|CD223|CD27|CD95|CD134|CD1c|CD11b-2|CD64|CD1d|CD66b|CD57|CD272|CD278|CD275-2|CD96|CD178|CX3CR1|CD24|CD79b|CD66a/c/e|CD244|CD235ab|Siglec-8|CD169|CD370|XCR1|Notch-1|Integrin-7|CD42b|CD62P|TCR-2|Notch-2|CD68|Rat-IgG1-1|Rag-IgG2c|CD102|CD122|CD267|CD62E|CD135|CD41|CD137|CD43|CD163|CD83|CD59|CD309|CD124|CD13|CD184|CD2|CD29|CD303|CD98|CD177|CD55|CD18|CD28|TSLPR|CD127|CD22|B7-H4|CD26-1|CD115|CD204|CD1a|CD207|CD284|CD304|CD172a|CD85g|CD243|CD72|MERTK|TIM-4|CD171|CD325|CD93|CD200|CD338|CD235a|CD49a|CD49d|CD79a|CD9|CD202b|CD305|LOX-1|CD203c|CD133-2|CD110|CD253|CD186|CD226|CD205|CD109|CD11a/CD18|CD126|CD142|CD307e|CD319|CLEC12A|CD161|CD271|GP130|CD199|CD46|VEGFR-3|CLEC2
P5,42,marker_memory,6,,legacy_v33_deterministic_feature_mask,CD45RA|CD45RO|CD27|CD95|CD28|CD127
P5,42,marker_tcell,15,,legacy_v33_deterministic_feature_mask,CD3-1|CD4-1|CD8|CD3-2|CD45RA|CD4-2|CD8a|CD45RO|TCR-1|CD27|TCR-2|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18
P5,42,rna_only,224,,legacy_v33_deterministic_feature_mask,CD80|CD86|CD274|CD273|CD275-1|CD11b-1|Galectin-9|CD270|CD252|CD155|CD112|CD47|CD70|CD30|CD48|CD40|CD154|CD52|CD3-1|CD4-1|CD8|CD56-1|CD45-1|CD3-2|CD19|CD11c|CD34|CD138-1|CD269|CD90|CD117|CD45RA|CD123|CD105|CD201|CD194|CD4-2|CD44-1|CD8a|CD14|CD56-2|CD25|CD45RO|CD279|TIGIT|Rat-IgG2b|CD20|CD335|CD294|CD31|CD44-2|CD133-1|Podoplanin|CD140a|CD140b|Cadherin|CD340|CD146|CD324|IgM|TCR-1|CD195|CD196|CD185|CD103|CD69|CD152|CD223|CD27|CD107a|CD95|CD134|HLA-DR|CD1c|CD11b-2|CD64|CD141|CD1d|CD314|CD66b|CD35|CD57|CD366|CD272|CD278|CD275-2|CD96|CD39|CD178|CX3CR1|CD24|CD21|CD79b|CD66a/c/e|CD244|CD235ab|Siglec-8|CD206|CD169|CD370|XCR1|Notch-1|Integrin-7|CD268|CD42b|CD54|CD62P|CD119|TCR-2|Notch-2|CD68|Rat-IgG1-1|Rat-IgG1-2|Rag-IgG2c|CD192|CD102|CD106|CD122|CD267|CD62E|CD135|CD41|CD137|CD43|CD163|CD83|CD357|CD59|CD309|CD124|CD13|CD184|CD2|CD29|CD303|CD49b|CD61|CD81|CD98|CD177|CD55|IgD|CD18|CD28|TSLPR|CD38-1|CD127|CD45-2|CD15|CD22|CD71|B7-H4|CD26-1|CD193|CD115|CD204|CD144|CD301|CD1a|CD207|CD63|CD284|CD304|CD36|CD172a|CD85g|CD38-2|CD243|CD72|MERTK|Folate|TIM-4|CD171|CD325|CD93|CD200|CD338|C5L2|CD235a|CD49a|CD49d|CD73|CD79a|CD9|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18|CD354|CD202b|CD305|LOX-1|CD203c|CD133-2|CD209|CD110|CD337|CD253|CD186|CD226|CD205|CD109|CD11a/CD18|CD126|CD164|CD142|CD307c/FcRL3|CD307d|CD307e|CD319|CD138-2|CD99|CLEC12A|CD16|CD161|CCR10|CD271|GP130|CD199|CD45RB|CD46|VEGFR-3|CLEC2|CD26-2
P5,42,random_size_matched_6,6,825421,random_feature_name_only_size_matched_to_targeted_mask,CD274|CD45RO|CD68|TCR-V-7.2|CD142|CD99
P5,42,random_size_matched_15,15,825422,random_feature_name_only_size_matched_to_targeted_mask,CD40|CD45-1|CD45RA|CD279|CD294|CD133-1|CD146|CD21|CD83|IgD|CD144|CD63|CD93|CD337|CD126
P5,43,full,0,,legacy_v33_deterministic_feature_mask,
P5,43,random_10,22,335431,legacy_v33_deterministic_feature_mask,CD252|CD155|CD47|CD123|CD14|CD25|TIGIT|CD20|CD335|CD152|CD235ab|CD206|Notch-2|CD13|CD29|CD18|CD115|CD49d|CD79a|CD202b|CCR10|GP130
P5,43,random_30,67,335433,legacy_v33_deterministic_feature_mask,CD274|CD273|CD11b-1|Galectin-9|CD270|CD252|CD47|CD70|CD40|CD52|CD3-1|CD90|CD105|CD201|CD4-2|CD56-2|Rat-IgG2b|Cadherin|CD195|CD196|CD107a|CD1c|CD64|CD141|CD1d|CD35|CD366|CD272|CD278|CD275-2|CD178|CD24|CD21|CD206|CD169|CD62P|Rat-IgG1-2|CD122|CD267|CD62E|CD41|CD59|CD13|CD61|CD18|CD28|TSLPR|CD144|CD63|CD172a|CD38-2|CD72|TIM-4|CD325|CD49d|CD73|TCR-V-7.2|TCR-V-2|CD202b|CD209|CD110|CD253|CD186|CD142|CD307d|CD161|CCR10
P5,43,random_50,112,335435,legacy_v33_deterministic_feature_mask,CD80|CD274|CD275-1|CD270|CD47|CD70|CD30|CD40|CD3-1|CD4-1|CD8|CD45-1|CD138-1|CD269|CD90|CD105|CD201|CD4-2|CD44-1|CD14|CD56-2|CD279|TIGIT|CD31|CD44-2|CD133-1|CD140a|CD140b|CD324|IgM|CD196|CD185|CD152|CD223|CD27|CD95|HLA-DR|CD1c|CD66b|CD35|CD57|CD366|CD272|CD278|CD39|CX3CR1|CD79b|CD66a/c/e|CD244|CD206|XCR1|Notch-1|CD268|CD42b|CD62P|CD119|TCR-2|CD68|Rat-IgG1-2|CD62E|CD135|CD41|CD43|CD163|CD83|CD59|CD2|CD303|CD55|CD18|TSLPR|CD38-1|CD45-2|CD71|B7-H4|CD26-1|CD193|CD115|CD301|CD207|CD63|CD284|CD85g|CD38-2|CD243|CD72|CD325|CD235a|CD49a|CD73|CD9|TCR-V-2|TCR-V-9|CD305|LOX-1|CD209|CD110|CD253|CD186|CD109|CD164|CD307c/FcRL3|CD307d|CD138-2|CLEC12A|CD161|CD271|GP130|CD199|CD46|VEGFR-3|CLEC2
P5,43,random_70,157,335437,legacy_v33_deterministic_feature_mask,CD80|CD86|CD274|CD275-1|Galectin-9|CD270|CD252|CD155|CD112|CD47|CD70|CD30|CD40|CD154|CD4-1|CD56-1|CD3-2|CD11c|CD138-1|CD90|CD123|CD105|CD201|CD194|CD4-2|CD44-1|CD8a|CD14|CD45RO|CD279|TIGIT|Rat-IgG2b|CD20|CD335|CD294|CD31|CD44-2|CD133-1|CD140b|Cadherin|CD340|CD324|IgM|CD195|CD196|CD185|CD103|CD69|CD152|CD223|CD107a|CD134|CD11b-2|CD64|CD141|CD1d|CD35|CD272|CD278|CD275-2|CD96|CD39|CD178|CX3CR1|CD24|CD21|CD79b|CD66a/c/e|CD244|CD235ab|Siglec-8|CD169|CD268|CD42b|CD62P|CD119|Notch-2|CD68|Rat-IgG1-1|Rag-IgG2c|CD192|CD122|CD62E|CD135|CD137|CD43|CD163|CD357|CD59|CD184|CD2|CD29|CD303|CD61|CD81|CD177|IgD|CD18|CD28|TSLPR|CD38-1|CD15|CD22|CD26-1|CD193|CD204|CD301|CD1a|CD207|CD63|CD284|CD172a|CD85g|CD38-2|CD72|MERTK|Folate|TIM-4|CD171|CD325|CD93|CD200|CD338|C5L2|CD235a|CD49a|CD49d|CD73|CD9|CD354|CD202b|LOX-1|CD203c|CD133-2|CD209|CD110|CD253|CD226|CD109|CD11a/CD18|CD142|CD307c/FcRL3|CD307d|CD319|CD138-2|CD99|CLEC12A|CD16|CD161|CCR10|CD271|GP130|CD199|CD45RB|CD46|VEGFR-3|CD26-2
P5,43,marker_memory,6,,legacy_v33_deterministic_feature_mask,CD45RA|CD45RO|CD27|CD95|CD28|CD127
P5,43,marker_tcell,15,,legacy_v33_deterministic_feature_mask,CD3-1|CD4-1|CD8|CD3-2|CD45RA|CD4-2|CD8a|CD45RO|TCR-1|CD27|TCR-2|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18
P5,43,rna_only,224,,legacy_v33_deterministic_feature_mask,CD80|CD86|CD274|CD273|CD275-1|CD11b-1|Galectin-9|CD270|CD252|CD155|CD112|CD47|CD70|CD30|CD48|CD40|CD154|CD52|CD3-1|CD4-1|CD8|CD56-1|CD45-1|CD3-2|CD19|CD11c|CD34|CD138-1|CD269|CD90|CD117|CD45RA|CD123|CD105|CD201|CD194|CD4-2|CD44-1|CD8a|CD14|CD56-2|CD25|CD45RO|CD279|TIGIT|Rat-IgG2b|CD20|CD335|CD294|CD31|CD44-2|CD133-1|Podoplanin|CD140a|CD140b|Cadherin|CD340|CD146|CD324|IgM|TCR-1|CD195|CD196|CD185|CD103|CD69|CD152|CD223|CD27|CD107a|CD95|CD134|HLA-DR|CD1c|CD11b-2|CD64|CD141|CD1d|CD314|CD66b|CD35|CD57|CD366|CD272|CD278|CD275-2|CD96|CD39|CD178|CX3CR1|CD24|CD21|CD79b|CD66a/c/e|CD244|CD235ab|Siglec-8|CD206|CD169|CD370|XCR1|Notch-1|Integrin-7|CD268|CD42b|CD54|CD62P|CD119|TCR-2|Notch-2|CD68|Rat-IgG1-1|Rat-IgG1-2|Rag-IgG2c|CD192|CD102|CD106|CD122|CD267|CD62E|CD135|CD41|CD137|CD43|CD163|CD83|CD357|CD59|CD309|CD124|CD13|CD184|CD2|CD29|CD303|CD49b|CD61|CD81|CD98|CD177|CD55|IgD|CD18|CD28|TSLPR|CD38-1|CD127|CD45-2|CD15|CD22|CD71|B7-H4|CD26-1|CD193|CD115|CD204|CD144|CD301|CD1a|CD207|CD63|CD284|CD304|CD36|CD172a|CD85g|CD38-2|CD243|CD72|MERTK|Folate|TIM-4|CD171|CD325|CD93|CD200|CD338|C5L2|CD235a|CD49a|CD49d|CD73|CD79a|CD9|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18|CD354|CD202b|CD305|LOX-1|CD203c|CD133-2|CD209|CD110|CD337|CD253|CD186|CD226|CD205|CD109|CD11a/CD18|CD126|CD164|CD142|CD307c/FcRL3|CD307d|CD307e|CD319|CD138-2|CD99|CLEC12A|CD16|CD161|CCR10|CD271|GP130|CD199|CD45RB|CD46|VEGFR-3|CLEC2|CD26-2
P5,43,random_size_matched_6,6,825431,random_feature_name_only_size_matched_to_targeted_mask,CD47|CD138-1|CD185|CD275-2|CD304|CD11a/CD18
P5,43,random_size_matched_15,15,825432,random_feature_name_only_size_matched_to_targeted_mask,CD112|CD47|CD3-2|CD34|TIGIT|CD294|CD95|Integrin-7|CD2|CD303|CD26-1|CD204|CD209|CCR10|CD26-2
P6,41,full,0,,legacy_v33_deterministic_feature_mask,
P6,41,random_10,22,336411,legacy_v33_deterministic_feature_mask,CD70|CD154|CD3-2|CD269|CD335|Podoplanin|CD140a|Cadherin|CD340|CD64|CD21|Integrin-7|CD62P|CD68|CD102|CD49b|CD28|C5L2|CD202b|CD253|CD138-2|CD45RB
P6,41,random_30,67,336413,legacy_v33_deterministic_feature_mask,CD270|CD112|CD70|CD30|CD3-1|CD56-1|CD3-2|CD19|CD117|CD123|CD105|CD201|Rat-IgG2b|CD335|Podoplanin|CD140b|CD146|CD324|CD195|CD107a|CD64|CD1d|CD314|CD178|CD235ab|Notch-1|Integrin-7|TCR-2|Notch-2|Rat-IgG1-1|CD192|CD106|CD267|CD62E|CD163|CD83|CD59|CD124|CD29|CD49b|IgD|CD28|CD127|CD15|CD26-1|CD193|MERTK|Folate|CD200|CD338|CD49a|CD49d|TCR-V-24-J-18|CD305|LOX-1|CD133-2|CD205|CD307c/FcRL3|CD138-2|CD99|CD16|CD161|CCR10|GP130|CD199|CLEC2|CD26-2
P6,41,random_50,112,336415,legacy_v33_deterministic_feature_mask,CD86|CD274|CD11b-1|Galectin-9|CD252|CD155|CD70|CD30|CD48|CD52|CD3-1|CD4-1|CD8|CD3-2|CD19|CD34|CD90|CD117|CD45RA|CD123|CD105|CD4-2|CD44-1|CD8a|CD56-2|CD45RO|TIGIT|CD20|CD335|CD294|CD31|CD133-1|CD140a|CD140b|CD324|CD195|CD69|CD152|CD223|CD134|CD11b-2|CD141|CD35|CD275-2|CD39|CD178|CD244|CD235ab|CD206|CD169|Notch-1|CD42b|CD54|TCR-2|Rat-IgG1-1|CD192|CD106|CD41|CD137|CD43|CD163|CD83|CD357|CD309|CD124|CD2|CD49b|CD61|CD98|CD177|CD55|IgD|TSLPR|CD38-1|CD45-2|CD71|CD193|CD115|CD144|CD301|CD1a|CD207|CD304|CD36|CD172a|CD85g|CD38-2|MERTK|CD171|CD325|CD93|CD200|C5L2|CD235a|CD49d|CD73|CD354|CD305|LOX-1|CD110|CD337|CD253|CD186|CD109|CD11a/CD18|CD142|CD307e|CD319|CD99|CCR10|CD199|CD26-2
P6,41,random_70,157,336417,legacy_v33_deterministic_feature_mask,CD86|CD274|CD273|CD275-1|CD11b-1|Galectin-9|CD252|CD155|CD112|CD70|CD30|CD48|CD40|CD154|CD52|CD3-1|CD4-1|CD8|CD56-1|CD3-2|CD19|CD11c|CD34|CD138-1|CD123|CD105|CD201|CD194|CD4-2|CD14|CD56-2|CD25|CD45RO|CD279|TIGIT|Rat-IgG2b|CD20|CD294|CD44-2|CD133-1|Podoplanin|CD140a|CD140b|Cadherin|CD340|CD324|IgM|TCR-1|CD185|CD103|CD69|CD223|CD27|CD95|CD134|HLA-DR|CD1c|CD11b-2|CD314|CD66b|CD35|CD96|CD178|CX3CR1|CD21|CD79b|CD66a/c/e|Siglec-8|CD206|CD169|XCR1|Notch-1|Integrin-7|CD42b|CD54|CD119|TCR-2|Notch-2|Rat-IgG1-2|Rag-IgG2c|CD102|CD62E|CD135|CD137|CD43|CD83|CD357|CD59|CD309|CD124|CD13|CD29|CD303|CD49b|CD81|CD98|IgD|TSLPR|CD38-1|CD127|CD45-2|CD15|CD22|CD71|CD193|CD204|CD144|CD301|CD207|CD63|CD284|CD304|CD36|CD85g|CD38-2|CD243|CD72|Folate|TIM-4|CD171|CD325|CD93|CD200|CD235a|CD49d|CD79a|CD9|TCR-V-2|TCR-V-9|TCR-V-24-J-18|CD354|CD305|LOX-1|CD203c|CD133-2|CD209|CD226|CD205|CD109|CD11a/CD18|CD126|CD164|CD142|CD307d|CD307e|CD319|CLEC12A|CD16|CD161|CCR10|CD271|GP130|CD199|CD45RB|CD46|VEGFR-3|CD26-2
P6,41,marker_memory,6,,legacy_v33_deterministic_feature_mask,CD45RA|CD45RO|CD27|CD95|CD28|CD127
P6,41,marker_tcell,15,,legacy_v33_deterministic_feature_mask,CD3-1|CD4-1|CD8|CD3-2|CD45RA|CD4-2|CD8a|CD45RO|TCR-1|CD27|TCR-2|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18
P6,41,rna_only,224,,legacy_v33_deterministic_feature_mask,CD80|CD86|CD274|CD273|CD275-1|CD11b-1|Galectin-9|CD270|CD252|CD155|CD112|CD47|CD70|CD30|CD48|CD40|CD154|CD52|CD3-1|CD4-1|CD8|CD56-1|CD45-1|CD3-2|CD19|CD11c|CD34|CD138-1|CD269|CD90|CD117|CD45RA|CD123|CD105|CD201|CD194|CD4-2|CD44-1|CD8a|CD14|CD56-2|CD25|CD45RO|CD279|TIGIT|Rat-IgG2b|CD20|CD335|CD294|CD31|CD44-2|CD133-1|Podoplanin|CD140a|CD140b|Cadherin|CD340|CD146|CD324|IgM|TCR-1|CD195|CD196|CD185|CD103|CD69|CD152|CD223|CD27|CD107a|CD95|CD134|HLA-DR|CD1c|CD11b-2|CD64|CD141|CD1d|CD314|CD66b|CD35|CD57|CD366|CD272|CD278|CD275-2|CD96|CD39|CD178|CX3CR1|CD24|CD21|CD79b|CD66a/c/e|CD244|CD235ab|Siglec-8|CD206|CD169|CD370|XCR1|Notch-1|Integrin-7|CD268|CD42b|CD54|CD62P|CD119|TCR-2|Notch-2|CD68|Rat-IgG1-1|Rat-IgG1-2|Rag-IgG2c|CD192|CD102|CD106|CD122|CD267|CD62E|CD135|CD41|CD137|CD43|CD163|CD83|CD357|CD59|CD309|CD124|CD13|CD184|CD2|CD29|CD303|CD49b|CD61|CD81|CD98|CD177|CD55|IgD|CD18|CD28|TSLPR|CD38-1|CD127|CD45-2|CD15|CD22|CD71|B7-H4|CD26-1|CD193|CD115|CD204|CD144|CD301|CD1a|CD207|CD63|CD284|CD304|CD36|CD172a|CD85g|CD38-2|CD243|CD72|MERTK|Folate|TIM-4|CD171|CD325|CD93|CD200|CD338|C5L2|CD235a|CD49a|CD49d|CD73|CD79a|CD9|TCR-V-7.2|TCR-V-2|TCR-V-9|TCR-V-24-J-18|CD354|CD202b|CD305|LOX-1|CD203c|CD133-2|CD209|CD110|CD337|CD253|CD186|CD226|CD205|CD109|CD11a/CD18|CD126|CD164|CD142|CD307c/FcRL3|CD307d|CD307e|CD319|CD138-2|CD99|CLEC12A|CD16|CD161|CCR10|CD271|GP130|CD199|CD45RB|CD46|VEGFR-3|CLEC2|CD26-2
P6,41,random_size_matched_6,6,826411,random_feature_name_only_size_matched_to_targeted_mask,CD11c|CD171|CD79a|CD164|CD138-2|CD271
P6,41,random_size_matched_15,15,826412,random_feature_name_only_size_matched_to_targeted_mask,CD103|CD107a|CD141|CD57|CD366|CD39|CX3CR1|CD21|CD235ab|CD163|CD127|CD338|CD226|CD307e|CD161
P6,42,full,0,,legacy_v33_deterministic_feature_mask,
P6,42,random_10,22,336421,legacy_v33_deterministic_feature_mask,CD56-1|CD19|CD269|CD117|CD279|CD140a|Integrin-7|TCR-2|CD122|CD62E|CD81|CD18|CD26-1|CD38-2|MERTK|Folate|CD171|CD93|CD235a|CD354|CLEC12A|CD161
P6,42,random_30,67,336423,legacy_v33_deterministic_feature_mask,CD86|CD274|CD270|CD112|CD30|CD40|CD154|CD52|CD8|CD56-1|CD45-1|CD11c|CD45RA|CD44-1|CD56-2|Podoplanin|CD140b|CD146|CD196|CD185|CD103|CD152|CD107a|CD1d|CD66b|CD35|CD57|CD272|CD178|CX3CR1|CD24|CD21|CD206|XCR1|Notch-1|CD54|CD267|CD43|CD59|CD303|CD81|CD55|IgD|CD18|TSLPR|CD15|CD22|CD26-1|CD301|CD1a|CD207|CD93|CD200|CD235a|CD49d|CD79a|CD9|TCR-V-2|TCR-V-9|CD110|CD109|CD11a/CD18|CD307e|CD319|CCR10|CD271|CD46
